,freq,unit,sex,age,geo,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
875,A,NR,F,Y70-74,EEA31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11832370.0,11805261.0,11845000.0,11779259.0,11818163.0,11817482.0,11895568.0,11980366.0,12163536.0,12273215.0,12390121.0,12349676.0,12259856.0,12248016.0,12230495.0,12045214.0,12413343.0,12960193.0,13450793.0,,,,
876,A,NR,F,Y70-74,EFTA,148448.0,151409.0,155616.0,159409.0,163797.0,168632.0,174108.0,180683.0,186502.0,191717.0,,202725.0,,213334.0,216903.0,220907.0,224536.0,227167.0,230053.0,234474.0,237921.0,240754.0,243159.0,245823.0,246120.0,246498.0,243776.0,240571.0,237145.0,234728.0,231854.0,239957.0,247781.0,253189.0,258888.0,264357.0,260552.0,257701.0,254608.0,252480.0,250204.0,250002.0,248979.0,248801.0,247081.0,246062.0,244903.0,245104.0,244895.0,247829.0,251591.0,255896.0,261679.0,271724.0,283202.0,297237.0,310928.0,327876.0,339177.0,347145.0,350187.0,352469.0,348423.0,348620.0
877,A,NR,F,Y70-74,EL,125592.0,99461.0,122438.0,106920.0,123052.0,102311.0,126500.0,110536.0,135098.0,123171.0,149377.0,147072.0,153414.0,163189.0,166372.0,171239.0,175602.0,181598.0,182448.0,186946.0,188588.0,192836.0,197100.0,205078.0,210018.0,215200.0,197719.0,195962.0,192776.0,189885.0,186334.0,187887.0,191533.0,203268.0,202583.0,214811.0,232154.0,255029.0,262981.0,287584.0,297254.0,301733.0,283275.0,287402.0,290798.0,294475.0,298002.0,301711.0,304284.0,306053.0,305259.0,300159.0,289247.0,275971.0,265246.0,261558.0,266664.0,278200.0,290921.0,301680.0,307835.0,309037.0,294994.0,292815.0
878,A,NR,F,Y70-74,ES,421080.0,,429522.0,440290.0,451684.0,463847.0,476484.0,490106.0,504497.0,518265.0,508939.0,532815.0,538357.0,566465.0,589941.0,622453.0,624797.0,644046.0,654679.0,668404.0,682246.0,701238.0,712502.0,727169.0,734940.0,744979.0,743298.0,743997.0,740668.0,746401.0,745542.0,769781.0,795355.0,834878.0,864214.0,902049.0,920680.0,944467.0,949928.0,970690.0,985069.0,1009274.0,1022230.0,1048733.0,1064273.0,1072866.0,1070064.0,1080357.0,1057552.0,1010941.0,949896.0,962409.0,925267.0,924047.0,973454.0,1046519.0,1060442.0,1105143.0,1143525.0,1176044.0,1195758.0,1190297.0,1200316.0,1219802.0
879,A,NR,F,Y70-74,EU27_2007,,,,,,,,,,,,,,,,,,,,,,,,,,10723873.0,,,,,7977079.0,8554892.0,9364889.0,10280925.0,11104507.0,11557600.0,11567616.0,11555805.0,11508924.0,11542945.0,11543752.0,11616931.0,11589098.0,11625914.0,11560254.0,11599187.0,11601053.0,11680446.0,11766456.0,11949346.0,12058275.0,12174092.0,12135055.0,12043251.0,12029899.0,12010681.0,11825158.0,12182575.0,12721411.0,13203770.0,,,,
880,A,NR,F,Y70-74,EU27_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10455499.0,10433477.0,10478873.0,10423455.0,10473090.0,10479787.0,10557951.0,10631138.0,10793853.0,10886623.0,10999967.0,10956133.0,10841305.0,10786229.0,10716401.0,10469780.0,10729969.0,11167204.0,11598584.0,12044448.0,12612770.0,12763293.0,12919974.0
881,A,NR,F,Y70-74,EU28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11738040.0,11712735.0,11753460.0,11690020.0,11730455.0,11731473.0,11810458.0,11895496.0,12076957.0,12184295.0,12298565.0,12256406.0,12162979.0,12146707.0,12122505.0,11930061.0,12287514.0,12827306.0,13312916.0,,,,
882,A,NR,F,Y70-74,FI,59685.0,60376.0,61485.0,61677.0,61472.0,62955.0,65452.0,67182.0,69417.0,73228.0,76375.0,78686.0,81468.0,84318.0,85995.0,89037.0,91815.0,95121.0,99261.0,103049.0,106301.0,109468.0,111351.0,112887.0,113085.0,112833.0,111315.0,109150.0,107519.0,106888.0,102407.0,105785.0,109277.0,111626.0,114749.0,120290.0,120387.0,120441.0,120585.0,120525.0,121845.0,122413.0,122077.0,121458.0,118365.0,116186.0,114778.0,114577.0,115945.0,119916.0,123793.0,122711.0,130644.0,127231.0,127939.0,128836.0,140045.0,146901.0,164019.0,176154.0,186034.0,188295.0,185232.0,182494.0
883,A,NR,F,Y70-74,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911672.0,1070593.0,1210035.0,1329055.0,1424329.0,1414232.0,1405980.0,1404214.0,1407090.0,1413071.0,1428614.0,1439101.0,1453289.0,1449318.0,1453405.0,1435051.0,1414604.0,1385182.0,1372042.0,1355451.0,1330031.0,1291727.0,1284652.0,1296502.0,1316493.0,1355130.0,1495622.0,1629669.0,1751495.0,1866344.0,1983496.0,1998579.0,2006915.0
884,A,NR,F,Y70-74,FX,927571.0,928740.0,940189.0,956773.0,974215.0,990930.0,1004174.0,1030684.0,1055863.0,1067433.0,1081418.0,1103701.0,1120250.0,1141347.0,1158103.0,1173586.0,1187945.0,1190703.0,1191933.0,1204671.0,1214954.0,1224094.0,1220207.0,1229431.0,1228499.0,1227898.0,1140720.0,1031086.0,918941.0,828927.0,763484.0,896586.0,1054988.0,1193771.0,1311912.0,1406279.0,1395634.0,1386708.0,1384201.0,1386466.0,1392073.0,1407095.0,1417302.0,1431154.0,1426583.0,1429706.0,1409998.0,1388402.0,1357878.0,1344127.0,1327438.0,1301138.0,1263095.0,1255326.0,,,,,,,,,,
885,A,NR,F,Y70-74,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95362.0,101798.0,106362.0,114497.0,120399.0,124906.0,123002.0,,94772.0,78500.0,63200.0,60800.0,66104.0,75325.0,84980.0,92763.0,96652.0,100355.0
886,A,NR,F,Y70-74,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121109.0,123637.0,127546.0,129766.0,131268.0,130420.0,130012.0,129040.0,127611.0,126020.0,124473.0,121351.0,119728.0,116808.0,111824.0,104903.0,104939.0,105895.0,109146.0,116095.0,124596.0,127441.0,130088.0
887,A,NR,F,Y70-74,HU,153579.0,153215.0,154349.0,158142.0,162415.0,168892.0,177704.0,186907.0,193602.0,199068.0,204291.0,210712.0,212945.0,217598.0,220302.0,222900.0,221526.0,225604.0,228927.0,234325.0,243452.0,251226.0,255038.0,260691.0,262379.0,263211.0,246057.0,220173.0,191703.0,166168.0,161269.0,181821.0,210773.0,240669.0,267160.0,269896.0,271194.0,270670.0,266110.0,266299.0,267719.0,268408.0,265721.0,266954.0,264744.0,263022.0,258133.0,256911.0,254660.0,254585.0,255159.0,259397.0,261341.0,267240.0,270145.0,277783.0,274329.0,273652.0,276272.0,283333.0,287113.0,299041.0,308592.0,307706.0
888,A,NR,F,Y70-74,IE,48300.0,48600.0,48500.0,48500.0,48300.0,48100.0,47900.0,48800.0,50000.0,51200.0,52600.0,54000.0,54200.0,54100.0,53900.0,53800.0,53600.0,53400.0,53100.0,52600.0,53306.0,54500.0,56000.0,56900.0,57900.0,59112.0,60800.0,60566.0,59330.0,58812.0,58934.0,59857.0,60535.0,62096.0,62793.0,62866.0,62533.0,62559.0,62120.0,61521.0,61132.0,60836.0,60499.0,60585.0,61001.0,61549.0,61844.0,62364.0,63314.0,64460.0,65729.0,66789.0,68164.0,70627.0,73226.0,76454.0,80312.0,85117.0,89250.0,93118.0,96571.0,98767.0,100456.0,106831.0
889,A,NR,F,Y70-74,IS,1992.0,1999.0,2138.0,2289.0,2410.0,2456.0,2637.0,2628.0,2646.0,2658.0,2690.0,2713.0,2703.0,2707.0,2745.0,2824.0,2850.0,2924.0,2989.0,3060.0,3095.0,3089.0,3185.0,3279.0,3324.0,3398.0,3489.0,3490.0,3549.0,3609.0,3607.0,3723.0,3874.0,3960.0,4083.0,4181.0,4175.0,4250.0,4303.0,4337.0,4443.0,4669.0,4688.0,4734.0,4722.0,4716.0,4623.0,4608.0,4555.0,4475.0,4434.0,4462.0,4531.0,4778.0,5091.0,5371.0,5698.0,5948.0,6196.0,6529.0,6796.0,7028.0,7378.0,7593.0
890,A,NR,F,Y70-74,IT,773300.0,782700.0,804600.0,815100.0,827800.0,838000.0,854700.0,875100.0,896100.0,908600.0,923900.0,962600.0,990324.0,1018853.0,1038492.0,1067221.0,1079229.0,1103384.0,1122062.0,1166679.0,1196263.0,1235842.0,1262661.0,1305866.0,1327498.0,1344883.0,1337234.0,1278304.0,1162872.0,1043730.0,976452.0,1030404.0,1134845.0,1281358.0,1431327.0,1533985.0,1536027.0,1538624.0,1539243.0,1538170.0,1540212.0,1565629.0,1575932.0,1578935.0,1581270.0,1588230.0,1575403.0,1567636.0,1578748.0,1609553.0,1642041.0,1672877.0,1668699.0,1658373.0,1641059.0,1594096.0,1533451.0,1593558.0,1654401.0,1712589.0,1769054.0,1831661.0,1791634.0,1762660.0
891,A,NR,F,Y70-74,LI,201.0,217.0,226.0,229.0,220.0,227.0,235.0,250.0,250.0,254.0,,258.0,,287.0,296.0,321.0,323.0,351.0,358.0,369.0,391.0,409.0,399.0,419.0,407.0,411.0,401.0,384.0,362.0,366.0,356.0,397.0,430.0,488.0,504.0,577.0,541.0,563.0,554.0,547.0,529.0,507.0,471.0,459.0,482.0,496.0,528.0,553.0,565.0,573.0,585.0,653.0,705.0,767.0,795.0,864.0,852.0,886.0,903.0,957.0,942.0,989.0,998.0,1048.0
892,A,NR,F,Y70-74,LT,,,,,,,,,,,52924.0,54762.0,57497.0,59670.0,61616.0,63032.0,63594.0,64942.0,65801.0,67776.0,68090.0,68474.0,67844.0,68389.0,67519.0,67053.0,63584.0,60541.0,55262.0,51863.0,50869.0,54203.0,58940.0,66257.0,73494.0,79118.0,83655.0,87080.0,89038.0,91503.0,91700.0,91422.0,92614.0,94098.0,93944.0,93382.0,92862.0,93572.0,92932.0,93178.0,93267.0,92465.0,91379.0,91092.0,89041.0,85066.0,83360.0,79664.0,76503.0,76517.0,80630.0,81850.0,85010.0,87559.0
893,A,NR,F,Y70-74,LU,5276.0,5307.0,,,,6210.0,,6311.0,6569.0,6719.0,6972.0,7205.0,7389.0,7716.0,7890.0,7962.0,8085.0,8161.0,8243.0,8508.0,8592.0,8590.0,8599.0,8709.0,8654.0,8665.0,8525.0,8076.0,7530.0,7041.0,6754.0,7084.0,7576.0,8043.0,8742.0,9115.0,9114.0,9299.0,9441.0,9535.0,9708.0,9691.0,9801.0,9733.0,9645.0,9478.0,9264.0,9137.0,9064.0,9263.0,9396.0,9497.0,9555.0,9697.0,9757.0,9735.0,9735.0,10063.0,10373.0,10801.0,11264.0,11828.0,12042.0,12442.0
894,A,NR,F,Y70-74,LV,,,,,,,,,,,51052.0,52480.0,54191.0,55739.0,57113.0,58539.0,59094.0,60056.0,60051.0,60961.0,60524.0,60809.0,60569.0,61545.0,61152.0,61388.0,58455.0,54529.0,49361.0,47089.0,45242.0,45896.0,47936.0,53168.0,58037.0,62011.0,66280.0,69532.0,70930.0,70935.0,70878.0,70246.0,68905.0,68400.0,66486.0,64969.0,63839.0,64263.0,65291.0,67258.0,69853.0,71052.0,71606.0,70188.0,67202.0,63605.0,59545.0,55967.0,54535.0,55230.0,57704.0,59652.0,61032.0,61847.0
895,A,NR,F,Y70-74,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60685.0,62019.0,61652.0,63115.0,63413.0,62891.0,62536.0,62309.0,59923.0,57522.0,,53503.0,,,,68082.0,,81815.0
896,A,NR,F,Y70-74,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11818.0,11861.0,11922.0,11965.0,11992.0,12390.0,12586.0,12953.0,13188.0,13610.0,13918.0,14279.0,13980.0,13712.0,13002.0,12227.0,11117.0,11079.0,11353.0,12301.0,13521.0,15328.0,15704.0,16414.0
897,A,NR,F,Y70-74,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26317.0,28236.0,28586.0,30170.0,30853.0,31293.0,31607.0,33249.0,33740.0,34250.0,35760.0,37268.0,37775.0,38795.0,38771.0,38222.0,37815.0,37884.0,37068.0,37836.0,38310.0,38507.0,38132.0,38444.0,39522.0,42329.0,44801.0,47099.0,48908.0,50828.0
898,A,NR,F,Y70-74,MT,,,,,,,,,,,,,,,,,,4681.0,5089.0,4919.0,4808.0,4522.0,4602.0,,4327.0,4276.0,5126.0,4912.0,4793.0,4676.0,4806.0,5253.0,5717.0,6106.0,6528.0,6821.0,6850.0,6916.0,7029.0,7064.0,6999.0,7309.0,7527.0,7692.0,8030.0,8149.0,8508.0,8645.0,8764.0,8843.0,9073.0,9012.0,8747.0,8292.0,8597.0,9636.0,10738.0,12147.0,13815.0,14697.0,14776.0,14856.0,14598.0,14009.0
899,A,NR,F,Y70-74,NL,153172.0,156913.0,161688.0,165531.0,171252.0,177345.0,183094.0,188814.0,195597.0,199860.0,204138.0,208526.0,213467.0,219336.0,225130.0,232013.0,238906.0,243359.0,247999.0,252916.0,257772.0,260578.0,262333.0,266365.0,269995.0,272999.0,273728.0,276088.0,275249.0,272178.0,269936.0,281002.0,289883.0,298242.0,309394.0,317736.0,315371.0,313036.0,310881.0,309302.0,307985.0,310380.0,311689.0,314569.0,313725.0,314297.0,313026.0,314133.0,314518.0,320194.0,326684.0,334976.0,339638.0,347373.0,357123.0,369468.0,375866.0,414994.0,447439.0,467968.0,481674.0,496978.0,481926.0,474869.0
900,A,NR,F,Y70-74,NO,58055.0,59619.0,61182.0,62393.0,64211.0,66304.0,68474.0,71738.0,74214.0,76312.0,78270.0,80113.0,81583.0,83175.0,84347.0,85650.0,86525.0,87552.0,88503.0,89473.0,91080.0,92445.0,93808.0,95578.0,96903.0,97465.0,98173.0,98847.0,99883.0,100888.0,100525.0,103854.0,105479.0,105792.0,105889.0,106329.0,101991.0,99354.0,96068.0,93273.0,90614.0,89154.0,87367.0,86347.0,84035.0,82496.0,80858.0,79949.0,79750.0,81531.0,83901.0,86441.0,88034.0,91332.0,95423.0,101758.0,108603.0,118995.0,125788.0,130391.0,132052.0,132553.0,129631.0,129600.0
901,A,NR,F,Y70-74,PL,312800.0,,,,,350600.0,,,,,461200.0,,,,,577078.0,,,,,642687.0,,,,,676183.0,,,,,477208.0,511486.0,552318.0,622714.0,692343.0,735286.0,775197.0,805499.0,810351.0,822852.0,828188.0,838110.0,848020.0,858657.0,851572.0,845874.0,834433.0,831490.0,825005.0,824544.0,817255.0,807921.0,788852.0,761995.0,739277.0,722401.0,707403.0,756901.0,833320.0,920928.0,1009927.0,1095616.0,1143591.0,1181049.0
902,A,NR,F,Y70-74,PT,115840.0,122638.0,121330.0,125300.0,124670.0,130080.0,126460.0,129860.0,127870.0,129240.0,125040.0,140455.0,137130.0,143340.0,144080.0,162860.0,169100.0,173740.0,177490.0,180030.0,184150.0,192920.0,197381.0,200080.0,202815.0,204497.0,201440.0,199051.0,195936.0,190436.0,189440.0,197571.0,204045.0,211821.0,223280.0,233054.0,236763.0,242816.0,246257.0,249759.0,250962.0,255173.0,258058.0,264688.0,268674.0,273181.0,276337.0,279910.0,279338.0,279128.0,280014.0,276571.0,271125.0,268813.0,269095.0,271970.0,279964.0,286597.0,292550.0,301711.0,306203.0,308579.0,326319.0,335766.0
903,A,NR,F,Y70-74,RO,,,,,,,,,269431.0,271628.0,278528.0,294109.0,299433.0,311098.0,323146.0,337331.0,345102.0,355876.0,364820.0,370901.0,375986.0,388964.0,399627.0,413674.0,422790.0,428163.0,412254.0,387789.0,334327.0,284199.0,283694.0,300588.0,334847.0,390830.0,445587.0,465543.0,483055.0,489878.0,494549.0,503807.0,505868.0,515487.0,510866.0,514067.0,511134.0,507772.0,520721.0,517997.0,526694.0,542066.0,538190.0,534563.0,526593.0,503033.0,476301.0,461312.0,442433.0,449259.0,457161.0,479832.0,516434.0,556959.0,576079.0,602005.0
904,A,NR,F,Y70-74,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211168.0,213882.0,218489.0,219649.0,222265.0,222965.0,223422.0,219325.0,216952.0,212273.0,207642.0,201842.0,204745.0,199270.0,191764.0,183680.0,176172.0,165044.0,166615.0,176391.0,191324.0,207735.0,229339.0,232235.0,245427.0
905,A,NR,F,Y70-74,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091968.0,3179416.0,3416992.0,3776203.0,4094062.0,4277265.0,,,3121214.0,,,,,,,,,
906,A,NR,F,Y70-74,SE,134868.0,136869.0,139682.0,141430.0,144340.0,148065.0,151938.0,154864.0,158689.0,162365.0,165459.0,170100.0,175053.0,179934.0,183233.0,187423.0,190578.0,193823.0,197443.0,202263.0,206976.0,209869.0,211860.0,214028.0,214772.0,214800.0,213811.0,212690.0,211036.0,209117.0,207295.0,215951.0,221649.0,223507.0,225097.0,226407.0,218651.0,211944.0,207101.0,204048.0,199813.0,197578.0,195076.0,193357.0,189247.0,187328.0,184807.0,185400.0,186971.0,192032.0,197874.0,202782.0,207722.0,217320.0,229950.0,244676.0,260672.0,275338.0,284194.0,288177.0,287021.0,282384.0,275284.0,269193.0
907,A,NR,F,Y70-74,SI,,,,,,,,,,,,,,,,,,,,,,,38660.0,39542.0,39925.0,39808.0,37298.0,34011.0,29489.0,25748.0,24708.0,26964.0,31647.0,36890.0,41757.0,44539.0,46661.0,47681.0,48353.0,48753.0,49012.0,49776.0,50220.0,50853.0,51022.0,51197.0,50300.0,50038.0,49261.0,48865.0,48812.0,49139.0,49081.0,50012.0,50701.0,49910.0,47257.0,47714.0,48295.0,49373.0,51908.0,57623.0,59983.0,62106.0
908,A,NR,F,Y70-74,SK,45995.0,46890.0,48136.0,49099.0,50727.0,53344.0,56774.0,60178.0,63857.0,66369.0,68726.0,71851.0,73813.0,76046.0,78018.0,79901.0,79964.0,81002.0,82336.0,84846.0,87630.0,89374.0,90240.0,91766.0,91774.0,91861.0,86379.0,77544.0,67492.0,57962.0,58405.0,65097.0,78258.0,91854.0,105164.0,108295.0,110072.0,109353.0,107801.0,106756.0,106967.0,107628.0,106931.0,107862.0,107097.0,105828.0,104535.0,102705.0,101124.0,101093.0,102275.0,104252.0,107128.0,109847.0,111976.0,114877.0,115461.0,117302.0,122843.0,129452.0,134960.0,143803.0,152243.0,158024.0
909,A,NR,F,Y70-74,SM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.0,689.0,,,,,836.0,,,,,
910,A,NR,F,Y70-74,TR,191311.0,195815.0,200574.0,205607.0,210932.0,216576.0,224465.0,232712.0,241333.0,250348.0,259780.0,269695.0,280128.0,291110.0,302678.0,314870.0,315732.0,317029.0,318779.0,320999.0,323709.0,327319.0,331327.0,335760.0,340645.0,346012.0,335848.0,326019.0,316516.0,307328.0,298441.0,468523.0,477021.0,485523.0,495026.0,506031.0,517026.0,528031.0,541540.0,557546.0,572032.0,632000.0,651000.0,676000.0,699000.0,717000.0,719000.0,717000.0,743836.0,699248.0,736844.0,787768.0,801629.0,828184.0,832785.0,857631.0,888292.0,917371.0,952653.0,1021569.0,1109063.0,1170963.0,1192451.0,1232222.0
911,A,NR,F,Y70-74,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054092.0,1112983.0,1249012.0,1416475.0,1539430.0,1573526.0,1556311.0,1410534.0,1227935.0,1029869.0,899509.0,852581.0,870906.0,956012.0,1072110.0,1190134.0,1232721.0,
912,A,NR,F,Y70-74,UK,1000000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1118700.0,1136500.0,1153200.0,1170400.0,1193200.0,1222200.0,1247692.0,1269348.0,1293634.0,1313716.0,1327332.0,1340863.0,1356866.0,1371464.0,1381885.0,1388030.0,1389800.0,1388974.0,1388991.0,1388100.0,1376495.0,1345562.0,1291667.0,1228260.0,1222937.0,1272489.0,1321727.0,1374107.0,1421709.0,1415458.0,1369047.0,1333725.0,1308970.0,1293077.0,1285351.0,1282541.0,1279258.0,1274587.0,1266565.0,1257365.0,1251686.0,1252507.0,1264358.0,1283104.0,1297672.0,1298598.0,1300262.0,1321668.0,1360478.0,1406104.0,1460281.0,1557545.0,1660102.0,1714332.0,,,,
913,A,NR,F,Y70-74,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19144.0,20878.0,21088.0,21266.0,21853.0,22774.0,22568.0,
914,A,NR,F,Y75-79,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,354.0,385.0,409.0,458.0,485.0,506.0,507.0,537.0,530.0,577.0,629.0,716.0,756.0,826.0,829.0,887.0,896.0,940.0,948.0,1006.0,1015.0,1014.0,1010.0,1006.0,894.0,894.0,854.0,,,,,,953.0,,,,
915,A,NR,F,Y75-79,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22952.0,24286.0,25404.0,25734.0,27469.0,28399.0,28891.0,30000.0,31671.0,31930.0,33497.0,34956.0,36714.0,39077.0,41013.0,43854.0,45795.0,45948.0,44457.0,44359.0,,43675.0
916,A,NR,F,Y75-79,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47873.0,47151.0,48287.0,47304.0,44651.0,,,,,54031.0,54507.0,52841.0,47872.0,40782.0,34237.0,28575.0,,
917,A,NR,F,Y75-79,AT,101177.0,103755.0,107310.0,109884.0,112769.0,115537.0,115759.0,118276.0,119816.0,122521.0,124885.0,128817.0,131761.0,135452.0,138770.0,142258.0,145474.0,149400.0,153763.0,156372.0,159225.0,161050.0,163548.0,164480.0,165691.0,167800.0,170834.0,170719.0,172722.0,173879.0,173906.0,163964.0,149796.0,133245.0,118813.0,115329.0,127879.0,146708.0,166312.0,184835.0,192990.0,193103.0,189772.0,182669.0,176168.0,171152.0,167349.0,163955.0,162597.0,160010.0,156889.0,153176.0,150855.0,149017.0,151566.0,170183.0,190031.0,205723.0,214392.0,219873.0,211808.0,192335.0,182735.0,186965.0
918,A,NR,F,Y75-79,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65600.0,64300.0,71500.0,71000.0,67123.0,69161.0,76704.0,80231.0,86719.0,88385.0,89691.0,84433.0,77493.0,65323.0,57781.0,49929.0,50360.0,55311.0
919,A,NR,F,Y75-79,BE,124398.0,124676.0,127065.0,128114.0,129183.0,131721.0,133430.0,136911.0,139771.0,143538.0,146339.0,148598.0,153481.0,158172.0,160948.0,165498.0,169456.0,173828.0,176151.0,180313.0,183188.0,184793.0,189106.0,191674.0,192665.0,192960.0,193419.0,192485.0,194995.0,196499.0,197241.0,191037.0,179451.0,163563.0,148490.0,144727.0,158592.0,177719.0,197804.0,217893.0,228643.0,229349.0,229285.0,228956.0,228245.0,228470.0,231460.0,233919.0,236843.0,235946.0,234829.0,230056.0,226090.0,222619.0,223311.0,223451.0,220199.0,212178.0,207322.0,206039.0,208014.0,213251.0,231095.0,245702.0
920,A,NR,F,Y75-79,BG,64733.0,66473.0,71964.0,69894.0,74293.0,73821.0,75282.0,73315.0,74182.0,71585.0,74147.0,74403.0,79738.0,81695.0,88008.0,88151.0,93456.0,96316.0,101178.0,105067.0,111778.0,112902.0,119009.0,121203.0,122938.0,124428.0,130215.0,130703.0,135696.0,128290.0,133694.0,133821.0,122421.0,103838.0,100865.0,98034.0,107262.0,125512.0,147083.0,160513.0,170909.0,174359.0,176912.0,176368.0,176645.0,174520.0,175471.0,172911.0,176315.0,178784.0,184270.0,182588.0,184013.0,179383.0,175724.0,169944.0,169324.0,167978.0,169324.0,171909.0,174602.0,178468.0,184093.0,193467.0
921,A,NR,F,Y75-79,BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226077.0,219004.0,222430.0,209690.0,,195317.0,202498.0,205965.0,217278.0,226579.0,225093.0,218692.0,202297.0,177378.0,,,,
922,A,NR,F,Y75-79,CH,61600.0,62721.0,64313.0,65327.0,66760.0,68650.0,69615.0,71696.0,74100.0,76706.0,79124.0,81932.0,84814.0,87817.0,90754.0,94420.0,98029.0,101936.0,105746.0,108350.0,110929.0,113412.0,115015.0,117119.0,120503.0,122731.0,124499.0,125784.0,126934.0,126536.0,126808.0,124013.0,121005.0,117398.0,114567.0,112849.0,117115.0,122759.0,127317.0,132128.0,136636.0,137742.0,138789.0,139139.0,139679.0,140381.0,141599.0,142061.0,143472.0,144361.0,145100.0,145628.0,146877.0,147250.0,148637.0,150278.0,152041.0,155874.0,161641.0,168111.0,174738.0,180613.0,186115.0,190115.0
923,A,NR,F,Y75-79,CY,,,,,,,,,,,,,,,,,,,,,,,5856.0,5874.0,5994.0,6122.0,6235.0,6359.0,6477.0,6609.0,6816.0,7089.0,7382.0,7673.0,7604.0,7572.0,7540.0,7584.0,7717.0,7897.0,8206.0,8516.0,9105.0,9378.0,9682.0,9950.0,10195.0,10302.0,10508.0,10798.0,11105.0,11423.0,11740.0,12080.0,12493.0,12927.0,13454.0,14094.0,14462.0,14742.0,15007.0,15139.0,15372.0,16124.0
924,A,NR,F,Y75-79,CZ,102614.0,102464.0,105790.0,107370.0,110843.0,113356.0,115339.0,119194.0,122488.0,125770.0,130159.0,135338.0,139972.0,145979.0,150682.0,154873.0,160597.0,164709.0,169839.0,173743.0,177092.0,174711.0,178136.0,179787.0,182322.0,186009.0,190034.0,190608.0,192059.0,193041.0,191623.0,178133.0,158750.0,137691.0,117117.0,112921.0,125611.0,148046.0,172412.0,196021.0,207156.0,209118.0,208289.0,205741.0,203301.0,201164.0,202076.0,202085.0,202117.0,199472.0,196270.0,190876.0,186632.0,182793.0,183148.0,185657.0,193562.0,202476.0,212650.0,226982.0,241039.0,246489.0,262777.0,281517.0
925,A,NR,F,Y75-79,DE,655409.0,675550.0,705173.0,731880.0,761360.0,795393.0,819815.0,851291.0,878128.0,905976.0,932281.0,961554.0,995819.0,1026526.0,1060147.0,1089771.0,1118807.0,1152200.0,1195664.0,1222882.0,1261318.0,1293245.0,1327150.0,1359306.0,1401673.0,1438958.0,1469202.0,1480140.0,1497347.0,1507956.0,1511786.0,1787197.0,1626367.0,1432441.0,1256151.0,1207111.0,1340577.0,1533294.0,1714553.0,1863361.0,1916080.0,1891788.0,1855465.0,1827852.0,1827796.0,1823742.0,1815775.0,1792990.0,1767864.0,1729821.0,1773138.0,1822987.0,1923334.0,2041270.0,2187585.0,2297800.0,2380229.0,2418877.0,2350988.0,2265773.0,2143390.0,1916998.0,1757554.0,1738661.0
