,freq,siec,plant_tec,operator,unit,geo,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
579,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.685
580,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,MK,,,,,,,,,,,,,,,,,,,,,,556.0,595.0,617.0,630.0,658.0,661.132,670.705,674.162,678.189,687.4,689.19,693.424
581,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,NL,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.7,37.7
583,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,NO,,,,,,,,,,,,,,,,,,,,27337.0,28367.0,28618.0,29158.0,29682.0,29889.0,29939.0,30281.0,30382.0,31120.0,31387.0,32285.3,32628.3,32822.3
584,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,PL,466.0,466.0,467.0,474.0,488.0,481.0,491.0,494.0,500.0,504.0,508.0,516.0,516.0,523.0,534.0,541.0,548.0,545.0,552.0,555.0,559.0,563.0,568.0,572.0,581.0,587.0,596.0,590.609,591.818,597.562,600.152,598.098,607.399
585,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,PT,2763.0,2743.0,3099.0,3551.0,3604.0,3853.0,3869.0,3875.0,3880.0,3902.0,3912.0,3937.0,3960.0,3960.0,3968.0,3962.1,3998.1,4007.1,4004.1,4036.1,4051.1,4484.3,4407.9,4356.9,4362.0,4440.0,4452.3,4455.331,4465.242,4491.485,4470.306,4484.311,4535.416
586,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,RO,5687.0,5687.0,5687.0,5872.0,5938.0,5998.0,6038.0,6074.0,6081.0,6082.0,6120.0,6122.0,6242.0,6248.0,6278.0,6266.0,6247.0,6289.0,6302.0,6276.0,6299.0,6319.0,6363.0,6148.0,6166.0,6248.0,6287.0,6246.648,6258.6,6234.437,6196.506,6206.175,6199.861
587,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,RS,,,,,,,,,,,,,,,,,,,,,,2321.997,2351.53,2317.0,2403.0,2408.0,2416.0,2295.0,2300.0,2331.0,2339.3,2341.992,2364.471
588,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,SE,14964.0,14951.0,15017.0,15125.0,15333.0,14987.0,15234.0,15868.0,16092.0,16355.0,16450.0,16466.0,16142.0,16053.0,16299.0,16299.0,16232.0,16589.0,16349.0,16541.0,16621.0,16475.0,16312.0,16386.0,15888.0,16222.0,16355.0,16385.0,16314.0,16345.0,16307.0,16308.0,16300.0
589,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,SI,728.0,728.0,728.0,728.0,728.0,730.0,707.0,707.0,783.0,788.0,753.0,797.0,844.0,868.0,869.0,875.0,905.0,906.0,913.0,954.0,958.0,957.0,958.0,1003.0,1000.0,999.0,997.0,1050.926,1047.716,1050.09,1050.273,1050.305,1044.228
590,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,SK,0.0,0.0,0.0,0.0,0.0,1525.0,1655.0,1664.0,1682.0,1684.0,1685.0,1492.0,1492.0,1494.0,1577.0,1572.0,1572.0,1574.0,1607.0,1546.0,1575.0,1578.0,1577.0,1577.0,1577.0,1579.0,1577.0,1577.0,1580.0,1578.0,1580.0,1582.0,1581.0
591,A,RA110,CAP_NET_ELC,PRR_MAIN,MW,TR,,,,,,,,,,,,,,,,,,,,,,16593.0,19065.0,21745.0,23099.0,25324.0,26131.0,26722.0,27740.1,27950.658,30426.351,31477.836,31558.033
592,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
593,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
594,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
595,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
596,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,BG,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
598,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,CZ,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
600,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
601,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,EA20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161,2.522,3.476,1.649,4.699,4.065,3.834,1.528,10.941,2.4,0.825,7.796
602,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
603,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,EL,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
605,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,EU27_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161,2.522,3.476,1.649,4.699,4.065,3.834,1.528,10.941,2.4,0.825,7.796
606,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
607,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,FR,,,,,,,,,,,,,,,,,,,,,,2.161,2.522,3.476,1.649,4.699,4.065,3.834,1.528,10.941,2.4,0.825,4.289
608,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
609,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
610,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.507
612,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
613,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
614,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
615,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
616,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
617,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,MK,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
619,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,NL,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,NO,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
622,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
623,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
624,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,RS,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
626,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
627,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0
628,A,RA110,CAP_NET_ELC_C,PRR_AUTO,MW,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
629,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
630,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
631,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
632,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6
633,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,BG,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
635,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,CZ,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143.0
637,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
638,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,EA20,,3.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.415
639,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
640,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,EL,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.196
642,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,EU27_2020,,3.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.095
643,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
644,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,FR,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.068
645,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
646,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
647,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,IE,,3.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,59.292
649,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
650,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
651,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
652,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
653,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
654,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,MK,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234
655,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
656,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,NL,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,NO,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.68
659,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.075
660,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
661,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,RS,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.156
662,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0
663,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.184
664,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
665,A,RA110,CAP_NET_ELC_C,PRR_MAIN,MW,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4
666,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
667,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
668,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
669,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
670,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,BG,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
672,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,CZ,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
674,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
675,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,EA20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.843,3.749,2.363,10.69,0.0,2.122,0.0,6.315,1.393,2.601,0.0,0.856
676,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
677,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,EL,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
679,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,EU27_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.843,3.749,2.363,10.69,0.0,2.122,0.0,6.315,1.393,2.601,0.0,0.856
680,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
681,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,FR,,,,,,,,,,,,,,,,,,,,,,7.843,3.749,2.363,10.69,0.0,2.122,0.0,6.315,1.393,2.601,0.0,0.0
682,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
683,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
684,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.374
686,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
687,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
688,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.482
689,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
690,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
691,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,MK,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
693,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,NL,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,NO,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
696,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
697,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
698,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,RS,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
700,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
701,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
702,A,RA110,CAP_NET_ELC_DCM,PRR_AUTO,MW,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
703,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
704,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
705,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
706,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
707,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,BG,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
708,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
709,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,CZ,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0
711,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
712,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,EA20,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25
713,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
714,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,EL,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.471
716,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,EU27_2020,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5
717,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
718,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,FR,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.859
719,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
720,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
721,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,IE,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,0.0
722,A,RA110,CAP_NET_ELC_DCM,PRR_MAIN,MW,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.659
